    i,    t(s),    U(V),    I(A),   Vd+,   Vd-
  452,    1364,  5.1835,  0.0056, 0.872, 0.872
  453,    1367,  5.1896,  0.0056, 0.872, 0.872
  454,    1370,  5.1873,  0.0056, 0.872, 0.872
  455,    1373,  5.1901,  0.0056, 0.872, 0.872
  456,    1376,  5.1871,  0.0056, 0.872, 0.872
  457,    1379,  5.1883,  0.0056, 0.872, 0.872
  458,    1382,  5.1886,  0.0056, 0.872, 0.872
  459,    1385,  5.1871,  0.0056, 0.872, 0.872
  460,    1388,  5.1858,  0.0056, 0.872, 0.872
  461,    1391,  5.1856,  0.0056, 0.872, 0.873
  462,    1394,  5.1873,  0.0056, 0.872, 0.872
  463,    1397,  5.1866,  0.0056, 0.872, 0.873
  464,    1400,  5.1868,  0.0056, 0.872, 0.872
  465,    1403,  5.1861,  0.0056, 0.872, 0.872
  466,    1406,  5.1881,  0.0056, 0.872, 0.872
  467,    1409,  5.1881,  0.0056, 0.872, 0.872
  468,    1412,  5.1856,  0.0056, 0.872, 0.872
  469,    1415,  5.1858,  0.0056, 0.873, 0.872
  470,    1418,  5.1903,  0.0056, 0.872, 0.872
  471,    1421,  5.1866,  0.0056, 0.872, 0.872
  472,    1424,  5.1886,  0.0056, 0.872, 0.872
  473,    1427,  5.1876,  0.0056, 0.872, 0.872
  474,    1430,  5.1881,  0.0056, 0.872, 0.872
  475,    1433,  5.1851,  0.0056, 0.872, 0.872
  476,    1436,  5.1866,  0.0056, 0.872, 0.872
  477,    1439,  5.1863,  0.0056, 0.872, 0.872
  478,    1442,  5.1903,  0.0056, 0.872, 0.872
  479,    1445,  5.1878,  0.0056, 0.872, 0.872
  480,    1448,  5.1893,  0.0056, 0.872, 0.872
  481,    1451,  5.1868,  0.0056, 0.873, 0.872
  482,    1454,  5.1883,  0.0056, 0.873, 0.873
  483,    1457,  5.1868,  0.0056, 0.872, 0.873
  484,    1460,  5.1851,  0.0056, 0.872, 0.873
  485,    1463,  5.1871,  0.0056, 0.873, 0.872
  486,    1466,  5.1851,  0.0056, 0.872, 0.873
  487,    1469,  5.1868,  0.0056, 0.873, 0.873
  488,    1472,  5.1866,  0.0056, 0.873, 0.873
  489,    1475,  5.1851,  0.0056, 0.872, 0.872
  490,    1478,  5.1853,  0.0056, 0.872, 0.873
  491,    1481,  5.1871,  0.0056, 0.873, 0.873
  492,    1484,  5.1856,  0.0056, 0.873, 0.872
  493,    1487,  5.1871,  0.0056, 0.872, 0.873
  494,    1490,  5.1861,  0.0056, 0.873, 0.873
  495,    1493,  5.1883,  0.0056, 0.873, 0.873
  496,    1496,  5.1868,  0.0056, 0.873, 0.873
  497,    1499,  5.1878,  0.0056, 0.873, 0.873
  498,    1502,  5.1858,  0.0056, 0.872, 0.873
  499,    1505,  5.1878,  0.0056, 0.872, 0.873
  500,    1508,  5.1853,  0.0056, 0.873, 0.873
  501,    1511,  5.1876,  0.0056, 0.873, 0.873
  502,    1514,  5.1853,  0.0056, 0.873, 0.873
  503,    1517,  5.1881,  0.0056, 0.873, 0.873
  504,    1520,  5.1868,  0.0056, 0.873, 0.873
  505,    1523,  5.1888,  0.0056, 0.873, 0.873
  506,    1526,  5.1866,  0.0056, 0.873, 0.873
  507,    1529,  5.1881,  0.0056, 0.873, 0.873
  508,    1532,  5.1868,  0.0056, 0.873, 0.873
  509,    1535,  5.1876,  0.0056, 0.873, 0.873
  510,    1538,  5.1866,  0.0056, 0.873, 0.873
  511,    1541,  5.1873,  0.0056, 0.873, 0.873
  512,    1544,  5.1866,  0.0056, 0.873, 0.873
  513,    1547,  5.1866,  0.0056, 0.873, 0.873
  514,    1550,  5.1861,  0.0056, 0.873, 0.873
  515,    1553,  5.1856,  0.0056, 0.873, 0.873
  516,    1556,  5.1871,  0.0056, 0.873, 0.873
  517,    1559,  5.1863,  0.0056, 0.873, 0.873
  518,    1562,  5.1861,  0.0056, 0.873, 0.873
  519,    1565,  5.1858,  0.0056, 0.873, 0.872
  520,    1568,  5.1891,  0.0056, 0.873, 0.873
  521,    1571,  5.1868,  0.0056, 0.873, 0.873
  522,    1574,  5.1873,  0.0056, 0.873, 0.873
  523,    1577,  5.1845,  0.0056, 0.872, 0.873
  524,    1580,  5.1883,  0.0056, 0.873, 0.873
  525,    1583,  5.1848,  0.0056, 0.873, 0.873
  526,    1586,  5.1866,  0.0056, 0.873, 0.873
  527,    1589,  5.1861,  0.0056, 0.873, 0.873
  528,    1592,  5.1878,  0.0056, 0.873, 0.873
  529,    1595,  5.1856,  0.0056, 0.873, 0.873
  530,    1598,  5.1881,  0.0056, 0.873, 0.873
  531,    1601,  5.1858,  0.0056, 0.873, 0.873
  532,    1604,  5.1886,  0.0056, 0.873, 0.873
  533,    1607,  5.1861,  0.0056, 0.873, 0.873
  534,    1610,  5.1871,  0.0056, 0.873, 0.873
  535,    1613,  5.1853,  0.0056, 0.873, 0.873
  536,    1616,  5.1871,  0.0056, 0.873, 0.873
  537,    1619,  5.1858,  0.0056, 0.873, 0.873
  538,    1622,  5.1853,  0.0056, 0.873, 0.873
  539,    1625,  5.1861,  0.0056, 0.873, 0.873
  540,    1628,  5.1853,  0.0056, 0.873, 0.873
  541,    1631,  5.1863,  0.0056, 0.873, 0.873
  542,    1634,  5.1853,  0.0056, 0.873, 0.873
  543,    1637,  5.1866,  0.0056, 0.873, 0.873
  544,    1640,  5.1858,  0.0056, 0.873, 0.873
  545,    1643,  5.1873,  0.0056, 0.873, 0.873
  546,    1646,  5.1866,  0.0056, 0.873, 0.873
  547,    1649,  5.1873,  0.0056, 0.873, 0.873
  548,    1652,  5.1843,  0.0056, 0.873, 0.873
  549,    1655,  5.1876,  0.0056, 0.873, 0.873
  550,    1658,  5.1853,  0.0056, 0.873, 0.873
  551,    1661,  5.1868,  0.0056, 0.873, 0.873
  552,    1664,  5.1863,  0.0056, 0.873, 0.873
  553,    1667,  5.1876,  0.0056, 0.873, 0.873
  554,    1670,  5.1873,  0.0056, 0.873, 0.873
  555,    1673,  5.1891,  0.0056, 0.873, 0.874
  556,    1676,  5.1845,  0.0056, 0.873, 0.873
  557,    1679,  5.1888,  0.0056, 0.873, 0.873
  558,    1682,  5.1866,  0.0056, 0.873, 0.873
  559,    1685,  5.1883,  0.0056, 0.873, 0.873
  560,    1688,  5.1861,  0.0056, 0.873, 0.873
  561,    1691,  5.1861,  0.0056, 0.873, 0.873
  562,    1694,  5.1863,  0.0056, 0.873, 0.873
  563,    1697,  5.1853,  0.0056, 0.873, 0.873
  564,    1700,  5.1845,  0.0056, 0.873, 0.873
  565,    1703,  5.1851,  0.0056, 0.873, 0.873
  566,    1706,  5.1866,  0.0056, 0.873, 0.873
  567,    1709,  5.1863,  0.0056, 0.873, 0.873
  568,    1712,  5.1861,  0.0056, 0.873, 0.873
  569,    1715,  5.1845,  0.0056, 0.874, 0.873
  570,    1718,  5.1898,  0.0056, 0.873, 0.874
  571,    1721,  5.1858,  0.0056, 0.873, 0.873
  572,    1724,  5.1848,  0.0056, 0.873, 0.873
  573,    1727,  5.1863,  0.0056, 0.874, 0.873
  574,    1730,  5.1873,  0.0056, 0.873, 0.873
  575,    1733,  5.1861,  0.0056, 0.873, 0.873
  576,    1736,  5.1888,  0.0056, 0.873, 0.874
  577,    1739,  5.1863,  0.0056, 0.873, 0.873
  578,    1742,  5.1871,  0.0056, 0.873, 0.873
  579,    1745,  5.1873,  0.0056, 0.873, 0.874
  580,    1748,  5.1873,  0.0056, 0.874, 0.874
  581,    1751,  5.1861,  0.0056, 0.873, 0.873
  582,    1754,  5.1901,  0.0056, 0.873, 0.873
  583,    1757,  5.1906,  0.0056, 0.874, 0.874
  584,    1760,  5.1906,  0.0056, 0.873, 0.874
  585,    1763,  5.1876,  0.0056, 0.873, 0.873
  586,    1766,  5.1888,  0.0056, 0.874, 0.874
  587,    1769,  5.1886,  0.0056, 0.873, 0.873
  588,    1772,  5.1876,  0.0056, 0.873, 0.873
  589,    1775,  5.1891,  0.0056, 0.873, 0.874
  590,    1778,  5.1881,  0.0056, 0.874, 0.874
  591,    1781,  5.1896,  0.0056, 0.874, 0.874
  592,    1784,  5.1893,  0.0056, 0.874, 0.874
  593,    1787,  5.1886,  0.0056, 0.874, 0.873
  594,    1790,  5.1906,  0.0056, 0.874, 0.874
  595,    1793,  5.1903,  0.0056, 0.874, 0.874
  596,    1796,  5.1891,  0.0056, 0.874, 0.874
  597,    1799,  5.1903,  0.0056, 0.874, 0.874
  598,    1802,  5.1891,  0.0056, 0.873, 0.873
  599,    1805,  5.1903,  0.0056, 0.874, 0.874
  600,    1808,  5.1893,  0.0056, 0.874, 0.874
  601,    1811,  5.1906,  0.0056, 0.874, 0.874
  602,    1814,  5.1883,  0.0056, 0.873, 0.874
  603,    1817,  5.1901,  0.0056, 0.874, 0.874
  604,    1820,  5.1873,  0.0056, 0.874, 0.874
  605,    1823,  5.1921,  0.0056, 0.874, 0.874
  606,    1826,  5.1909,  0.0056, 0.874, 0.874
  607,    1829,  5.1906,  0.0056, 0.874, 0.874
  608,    1832,  5.1891,  0.0056, 0.874, 0.874
  609,    1835,  5.1924,  0.0056, 0.874, 0.874
  610,    1838,  5.1883,  0.0056, 0.874, 0.874
  611,    1841,  5.1893,  0.0056, 0.874, 0.874
  612,    1844,  5.1876,  0.0056, 0.874, 0.874
  613,    1847,  5.1883,  0.0056, 0.873, 0.874
  614,    1850,  5.1893,  0.0056, 0.874, 0.874
  615,    1853,  5.1878,  0.0056, 0.874, 0.874
  616,    1856,  5.1883,  0.0056, 0.874, 0.874
  617,    1859,  5.1868,  0.0056, 0.874, 0.874
  618,    1862,  5.1898,  0.0056, 0.874, 0.874
  619,    1865,  5.1876,  0.0056, 0.874, 0.874
  620,    1868,  5.1881,  0.0056, 0.874, 0.874
  621,    1871,  5.1893,  0.0056, 0.874, 0.874
  622,    1874,  5.1903,  0.0056, 0.874, 0.874
  623,    1877,  5.1868,  0.0056, 0.874, 0.874
  624,    1880,  5.1896,  0.0056, 0.874, 0.874
  625,    1883,  5.1901,  0.0056, 0.874, 0.874
  626,    1886,  5.1914,  0.0056, 0.874, 0.874
  627,    1889,  5.1863,  0.0056, 0.874, 0.874
  628,    1892,  5.1906,  0.0056, 0.874, 0.874
  629,    1895,  5.1883,  0.0056, 0.874, 0.874
  630,    1898,  5.1909,  0.0056, 0.874, 0.874
  631,    1901,  5.1883,  0.0056, 0.874, 0.874
  632,    1904,  5.1891,  0.0056, 0.874, 0.874
  633,    1907,  5.1896,  0.0056, 0.874, 0.874
  634,    1910,  5.1916,  0.0056, 0.874, 0.874
  635,    1913,  5.1893,  0.0056, 0.874, 0.874
  636,    1916,  5.1898,  0.0056, 0.874, 0.874
  637,    1919,  5.1914,  0.0056, 0.874, 0.874
  638,    1922,  5.1903,  0.0056, 0.874, 0.874
  639,    1925,  5.1898,  0.0056, 0.874, 0.874
  640,    1928,  5.1881,  0.0056, 0.874, 0.874
  641,    1931,  5.1888,  0.0056, 0.874, 0.874
  642,    1934,  5.1878,  0.0056, 0.874, 0.874
  643,    1937,  5.1881,  0.0056, 0.874, 0.874
  644,    1940,  5.1886,  0.0056, 0.874, 0.874
  645,    1943,  5.1878,  0.0056, 0.874, 0.874
  646,    1946,  5.1863,  0.0056, 0.874, 0.874
  647,    1949,  5.1883,  0.0056, 0.874, 0.874
  648,    1952,  5.1886,  0.0056, 0.874, 0.874
  649,    1955,  5.1898,  0.0056, 0.874, 0.874
  650,    1958,  5.1881,  0.0056, 0.874, 0.874
  651,    1961,  5.1878,  0.0056, 0.874, 0.874
  652,    1964,  5.1886,  0.0056, 0.874, 0.874
  653,    1967,  5.1871,  0.0056, 0.874, 0.874
  654,    1970,  5.1878,  0.0056, 0.874, 0.874
  655,    1973,  5.1881,  0.0056, 0.874, 0.874
  656,    1976,  5.1886,  0.0056, 0.874, 0.874
  657,    1979,  5.1896,  0.0056, 0.874, 0.874
  658,    1982,  5.1861,  0.0056, 0.874, 0.874
  659,    1985,  5.1901,  0.0056, 0.874, 0.874
  660,    1988,  5.1896,  0.0056, 0.874, 0.874
  661,    1991,  5.1896,  0.0056, 0.874, 0.874
  662,    1994,  5.1881,  0.0056, 0.874, 0.874
  663,    1997,  5.1909,  0.0056, 0.874, 0.874
  664,    2000,  5.1886,  0.0056, 0.874, 0.874
  665,    2003,  5.1881,  0.0056, 0.874, 0.874
  666,    2006,  5.1881,  0.0056, 0.874, 0.874
  667,    2009,  5.1883,  0.0056, 0.874, 0.874
  668,    2012,  5.1883,  0.0056, 0.874, 0.874
  669,    2015,  5.1863,  0.0056, 0.874, 0.874
  670,    2018,  5.1878,  0.0056, 0.874, 0.874
  671,    2021,  5.1868,  0.0056, 0.874, 0.874
  672,    2024,  5.1886,  0.0056, 0.874, 0.874
  673,    2027,  5.1868,  0.0056, 0.874, 0.874
  674,    2030,  5.1898,  0.0056, 0.874, 0.874
  675,    2033,  5.1881,  0.0056, 0.874, 0.874
  676,    2036,  5.1901,  0.0056, 0.874, 0.874
  677,    2039,  5.1891,  0.0056, 0.874, 0.874
  678,    2042,  5.1909,  0.0056, 0.874, 0.874
  679,    2045,  5.1866,  0.0056, 0.874, 0.874
  680,    2048,  5.1888,  0.0056, 0.874, 0.874
  681,    2051,  5.1876,  0.0056, 0.874, 0.874
  682,    2054,  5.1891,  0.0056, 0.874, 0.874
  683,    2057,  5.1863,  0.0056, 0.874, 0.874
  684,    2060,  5.1868,  0.0056, 0.874, 0.874
  685,    2063,  5.1881,  0.0056, 0.874, 0.874
  686,    2066,  5.1919,  0.0056, 0.874, 0.874
  687,    2069,  5.1886,  0.0056, 0.874, 0.874
  688,    2072,  5.1893,  0.0056, 0.874, 0.874
  689,    2075,  5.1868,  0.0056, 0.874, 0.874
  690,    2078,  5.1893,  0.0056, 0.874, 0.874
  691,    2081,  5.1876,  0.0056, 0.874, 0.874
  692,    2084,  5.1866,  0.0056, 0.874, 0.874
  693,    2087,  5.1883,  0.0056, 0.874, 0.874
  694,    2090,  5.1866,  0.0056, 0.874, 0.874
  695,    2093,  5.1881,  0.0056, 0.874, 0.874
  696,    2096,  5.1876,  0.0056, 0.874, 0.874
  697,    2099,  5.1878,  0.0056, 0.874, 0.874
  698,    2102,  5.1876,  0.0056, 0.874, 0.874
  699,    2105,  5.1886,  0.0056, 0.874, 0.874
  700,    2108,  5.1863,  0.0056, 0.874, 0.874
  701,    2111,  5.1883,  0.0056, 0.874, 0.874
  702,    2114,  5.1888,  0.0056, 0.874, 0.874
  703,    2117,  5.1878,  0.0056, 0.874, 0.874
  704,    2120,  5.1881,  0.0056, 0.874, 0.874
  705,    2123,  5.1881,  0.0056, 0.874, 0.874
  706,    2126,  5.1883,  0.0056, 0.874, 0.874
  707,    2129,  5.1876,  0.0056, 0.874, 0.874
  708,    2132,  5.1858,  0.0056, 0.874, 0.874
  709,    2135,  5.1896,  0.0056, 0.874, 0.874
  710,    2138,  5.1873,  0.0056, 0.874, 0.874
  711,    2141,  5.1883,  0.0056, 0.874, 0.874
  712,    2144,  5.1873,  0.0056, 0.874, 0.874
  713,    2147,  5.1903,  0.0056, 0.874, 0.874
  714,    2150,  5.1873,  0.0056, 0.874, 0.874
  715,    2153,  5.1881,  0.0056, 0.874, 0.874
  716,    2156,  5.1866,  0.0056, 0.874, 0.874
  717,    2159,  5.1888,  0.0056, 0.874, 0.874
  718,    2162,  5.1878,  0.0056, 0.874, 0.874
  719,    2165,  5.1881,  0.0056, 0.874, 0.875
  720,    2168,  5.1878,  0.0056, 0.874, 0.874
  721,    2171,  5.1873,  0.0056, 0.875, 0.874
  722,    2174,  5.1893,  0.0056, 0.874, 0.874
  723,    2177,  5.1881,  0.0056, 0.874, 0.875
  724,    2180,  5.1876,  0.0056, 0.874, 0.874
  725,    2183,  5.1883,  0.0056, 0.874, 0.874
  726,    2186,  5.1896,  0.0056, 0.874, 0.875
  727,    2189,  5.1878,  0.0056, 0.875, 0.874
  728,    2192,  5.1898,  0.0056, 0.874, 0.874
  729,    2195,  5.1878,  0.0056, 0.874, 0.874
  730,    2198,  5.1901,  0.0056, 0.875, 0.874
  731,    2201,  5.1871,  0.0056, 0.874, 0.874
  732,    2204,  5.1886,  0.0056, 0.875, 0.875
  733,    2207,  5.1873,  0.0056, 0.874, 0.874
  734,    2210,  5.1896,  0.0056, 0.874, 0.874
  735,    2213,  5.1873,  0.0056, 0.874, 0.874
  736,    2216,  5.1886,  0.0056, 0.875, 0.875
  737,    2219,  5.1881,  0.0056, 0.875, 0.875
  738,    2222,  5.1896,  0.0056, 0.875, 0.875
  739,    2225,  5.1891,  0.0056, 0.874, 0.874
  740,    2228,  5.1901,  0.0056, 0.875, 0.875
  741,    2231,  5.1893,  0.0056, 0.875, 0.875
  742,    2234,  5.1888,  0.0056, 0.875, 0.875
  743,    2237,  5.1886,  0.0056, 0.875, 0.875
  744,    2240,  5.1873,  0.0056, 0.875, 0.875
  745,    2243,  5.1898,  0.0056, 0.875, 0.875
  746,    2246,  5.1881,  0.0056, 0.875, 0.875
  747,    2249,  5.1868,  0.0056, 0.875, 0.874
  748,    2252,  5.1878,  0.0056, 0.875, 0.875
  749,    2255,  5.1891,  0.0056, 0.875, 0.875
  750,    2258,  5.1873,  0.0056, 0.874, 0.874
  751,    2261,  5.1876,  0.0056, 0.874, 0.874
  752,    2264,  5.1883,  0.0056, 0.875, 0.875
  753,    2267,  5.1888,  0.0056, 0.875, 0.875
  754,    2270,  5.1891,  0.0056, 0.875, 0.875
  755,    2273,  5.1898,  0.0056, 0.875, 0.875
  756,    2276,  5.1881,  0.0056, 0.874, 0.874
  757,    2279,  5.1878,  0.0056, 0.875, 0.875
  758,    2282,  5.1858,  0.0056, 0.874, 0.874
  759,    2285,  5.1888,  0.0056, 0.875, 0.875
  760,    2288,  5.1866,  0.0056, 0.874, 0.874
  761,    2291,  5.1866,  0.0056, 0.874, 0.874
  762,    2294,  5.1873,  0.0056, 0.874, 0.875
  763,    2297,  5.1906,  0.0056, 0.875, 0.875
  764,    2300,  5.1878,  0.0056, 0.875, 0.875
  765,    2303,  5.1914,  0.0056, 0.875, 0.875
  766,    2306,  5.1886,  0.0056, 0.874, 0.875
  767,    2309,  5.1903,  0.0056, 0.875, 0.875
  768,    2312,  5.1871,  0.0056, 0.875, 0.875
  769,    2315,  5.1883,  0.0056, 0.875, 0.875
  770,    2318,  5.1878,  0.0056, 0.874, 0.875
  771,    2321,  5.1876,  0.0056, 0.875, 0.875
  772,    2324,  5.1883,  0.0056, 0.875, 0.875
  773,    2327,  5.1881,  0.0056, 0.875, 0.875
  774,    2330,  5.1886,  0.0056, 0.875, 0.875
  775,    2333,  5.1868,  0.0056, 0.875, 0.875
  776,    2336,  5.1878,  0.0056, 0.875, 0.875
  777,    2339,  5.1868,  0.0056, 0.875, 0.875
  778,    2342,  5.1883,  0.0056, 0.875, 0.875
  779,    2345,  5.1868,  0.0056, 0.875, 0.875
  780,    2348,  5.1863,  0.0056, 0.875, 0.875
  781,    2351,  5.1886,  0.0056, 0.875, 0.875
  782,    2354,  5.1891,  0.0056, 0.875, 0.875
  783,    2357,  5.1883,  0.0056, 0.875, 0.875
  784,    2360,  5.1888,  0.0056, 0.875, 0.875
  785,    2363,  5.1868,  0.0056, 0.875, 0.875
  786,    2366,  5.1893,  0.0056, 0.875, 0.875
  787,    2369,  5.1881,  0.0056, 0.875, 0.875
  788,    2372,  5.1883,  0.0056, 0.875, 0.875
  789,    2375,  5.1886,  0.0056, 0.875, 0.875
  790,    2378,  5.1898,  0.0056, 0.875, 0.875
  791,    2381,  5.1883,  0.0056, 0.875, 0.875
  792,    2384,  5.1909,  0.0056, 0.875, 0.875
  793,    2387,  5.1876,  0.0056, 0.875, 0.875
  794,    2390,  5.1903,  0.0056, 0.875, 0.875
  795,    2393,  5.1871,  0.0056, 0.875, 0.875
  796,    2396,  5.1881,  0.0056, 0.875, 0.875
  797,    2399,  5.1883,  0.0056, 0.875, 0.875
  798,    2402,  5.1871,  0.0056, 0.875, 0.875
  799,    2405,  5.1876,  0.0056, 0.875, 0.875
  800,    2408,  5.1891,  0.0056, 0.875, 0.875
  801,    2411,  5.1898,  0.0056, 0.875, 0.875
  802,    2414,  5.1861,  0.0056, 0.875, 0.875
  803,    2417,  5.1888,  0.0056, 0.875, 0.875
  804,    2420,  5.1883,  0.0056, 0.875, 0.875
  805,    2423,  5.1901,  0.0056, 0.875, 0.875
  806,    2426,  5.1876,  0.0056, 0.875, 0.875
  807,    2429,  5.1888,  0.0056, 0.875, 0.875
  808,    2432,  5.1871,  0.0056, 0.875, 0.875
  809,    2435,  5.1891,  0.0056, 0.875, 0.875
  810,    2438,  5.1881,  0.0056, 0.875, 0.875
  811,    2441,  5.1881,  0.0056, 0.875, 0.875
  812,    2444,  5.1878,  0.0056, 0.875, 0.875
  813,    2447,  5.1903,  0.0056, 0.875, 0.875
  814,    2450,  5.1891,  0.0056, 0.875, 0.875
  815,    2453,  5.1891,  0.0056, 0.875, 0.875
  816,    2456,  5.1891,  0.0056, 0.875, 0.875
  817,    2459,  5.1901,  0.0056, 0.875, 0.875
  818,    2462,  5.1898,  0.0056, 0.875, 0.875
  819,    2465,  5.1888,  0.0056, 0.875, 0.875
  820,    2468,  5.1871,  0.0056, 0.875, 0.875
  821,    2471,  5.1893,  0.0056, 0.875, 0.875
  822,    2474,  5.1881,  0.0056, 0.875, 0.875
  823,    2477,  5.1871,  0.0056, 0.875, 0.875
  824,    2480,  5.1883,  0.0056, 0.875, 0.875
  825,    2483,  5.1888,  0.0056, 0.875, 0.875
  826,    2486,  5.1898,  0.0056, 0.875, 0.875
  827,    2489,  5.1886,  0.0056, 0.875, 0.875
  828,    2492,  5.1888,  0.0056, 0.875, 0.875
  829,    2495,  5.1876,  0.0056, 0.875, 0.875
  830,    2498,  5.1883,  0.0056, 0.875, 0.875
  831,    2501,  5.1883,  0.0056, 0.875, 0.875
  832,    2504,  5.1896,  0.0056, 0.875, 0.875
  833,    2507,  5.1878,  0.0056, 0.875, 0.875
  834,    2510,  5.1893,  0.0056, 0.875, 0.875
  835,    2513,  5.1866,  0.0056, 0.875, 0.875
  836,    2516,  5.1893,  0.0056, 0.875, 0.875
  837,    2519,  5.1891,  0.0056, 0.875, 0.875
  838,    2522,  5.1896,  0.0056, 0.875, 0.875
  839,    2525,  5.1861,  0.0056, 0.875, 0.875
  840,    2528,  5.1878,  0.0056, 0.875, 0.875
  841,    2531,  5.1881,  0.0056, 0.875, 0.875
  842,    2534,  5.1891,  0.0056, 0.875, 0.875
  843,    2537,  5.1878,  0.0056, 0.875, 0.875
  844,    2540,  5.1896,  0.0056, 0.875, 0.875
  845,    2543,  5.1878,  0.0056, 0.875, 0.875
  846,    2546,  5.1891,  0.0056, 0.875, 0.875
  847,    2549,  5.1876,  0.0056, 0.875, 0.875
  848,    2552,  5.1863,  0.0056, 0.875, 0.875
  849,    2555,  5.1868,  0.0056, 0.875, 0.875
  850,    2558,  5.1873,  0.0056, 0.875, 0.875
  851,    2561,  5.1888,  0.0056, 0.875, 0.875
  852,    2564,  5.1876,  0.0056, 0.875, 0.875
  853,    2567,  5.1888,  0.0056, 0.875, 0.875
  854,    2570,  5.1878,  0.0056, 0.875, 0.875
  855,    2573,  5.1881,  0.0056, 0.875, 0.875
  856,    2576,  5.1883,  0.0056, 0.875, 0.875
  857,    2579,  5.1876,  0.0056, 0.875, 0.875
  858,    2582,  5.1883,  0.0056, 0.875, 0.875
  859,    2585,  5.1893,  0.0056, 0.875, 0.875
  860,    2588,  5.1871,  0.0056, 0.875, 0.875
  861,    2591,  5.1898,  0.0056, 0.875, 0.875
  862,    2594,  5.1886,  0.0056, 0.875, 0.875
  863,    2597,  5.1893,  0.0056, 0.875, 0.875
  864,    2600,  5.1886,  0.0056, 0.875, 0.875
  865,    2603,  5.1866,  0.0056, 0.875, 0.875
  866,    2606,  5.1871,  0.0056, 0.875, 0.875
  867,    2609,  5.1881,  0.0056, 0.875, 0.875
  868,    2612,  5.1878,  0.0056, 0.875, 0.875
  869,    2615,  5.1916,  0.0056, 0.875, 0.875
  870,    2618,  5.1881,  0.0056, 0.875, 0.875
  871,    2621,  5.1903,  0.0056, 0.875, 0.876
  872,    2624,  5.1886,  0.0056, 0.875, 0.875
  873,    2627,  5.1871,  0.0056, 0.875, 0.875
  874,    2630,  5.1886,  0.0056, 0.875, 0.875
  875,    2633,  5.1881,  0.0056, 0.875, 0.875
  876,    2636,  5.1871,  0.0056, 0.875, 0.875
  877,    2639,  5.1866,  0.0056, 0.875, 0.876
  878,    2642,  5.1873,  0.0056, 0.875, 0.875
  879,    2645,  5.1891,  0.0056, 0.875, 0.875
  880,    2648,  5.1881,  0.0056, 0.875, 0.875
  881,    2651,  5.1868,  0.0056, 0.876, 0.875
  882,    2654,  5.1871,  0.0056, 0.875, 0.875
  883,    2657,  5.1883,  0.0056, 0.875, 0.875
  884,    2660,  5.1881,  0.0056, 0.875, 0.875
  885,    2663,  5.1881,  0.0056, 0.875, 0.875
  886,    2666,  5.1876,  0.0056, 0.875, 0.875
  887,    2669,  5.1883,  0.0056, 0.875, 0.875
  888,    2672,  5.1888,  0.0056, 0.875, 0.875
  889,    2675,  5.1858,  0.0056, 0.875, 0.875
  890,    2678,  5.1886,  0.0056, 0.875, 0.875
  891,    2681,  5.1888,  0.0056, 0.875, 0.875
  892,    2684,  5.1888,  0.0056, 0.875, 0.875
  893,    2687,  5.1906,  0.0056, 0.876, 0.875
  894,    2690,  5.1893,  0.0056, 0.875, 0.875
  895,    2693,  5.1876,  0.0056, 0.875, 0.875
  896,    2696,  5.1906,  0.0056, 0.875, 0.875
  897,    2699,  5.1886,  0.0056, 0.875, 0.876
  898,    2702,  5.1901,  0.0056, 0.875, 0.875
  899,    2705,  5.1888,  0.0056, 0.875, 0.875
  900,    2708,  5.1886,  0.0056, 0.875, 0.875
  901,    2711,  5.1896,  0.0056, 0.876, 0.876
  902,    2714,  5.1873,  0.0056, 0.875, 0.876
  903,    2717,  5.1896,  0.0056, 0.875, 0.876
  904,    2720,  5.1906,  0.0056, 0.876, 0.876
  905,    2723,  5.1873,  0.0056, 0.875, 0.875
